name,personal_name,last_modified.value,key,id,revision,bio.value,links.url,links.type.key,links.title,created.value,photos,latest_revision,birth_date,remote_ids.viaf,remote_ids.wikidata,remote_ids.isni,death_date,alternate_names,wikipedia,title,location,entity_type,role,fuller_name,bio
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7425151.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,ISAAC ASIMOV,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7893107.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,Isaac Asimov (Editor),http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7241360.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,Isaac Asimov (Editor),http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,5544324.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,Isaac Asimov (Editor),http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7425151.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,Isaac Asimov (Editor),http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7893107.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,Isaac Asimov,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7241360.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,Isaac Asimov,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,5544324.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,Isaac Asimov,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7425151.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,Isaac Asimov,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7893107.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,Dr. A,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7241360.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,Dr. A,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,5544324.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,Dr. A,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7425151.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,Dr. A,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7893107.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,George E. Dale,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7241360.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,George E. Dale,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,5544324.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,George E. Dale,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7425151.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,George E. Dale,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7893107.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,DR. A,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7241360.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,DR. A,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,5544324.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,DR. A,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
Isaac Asimov,Isaac Asimov,2020-09-27T08:01:25.003302,OL34221A,,29,"Asimov was born sometime between October 4, 1919 and January 2, 1920 in Petrovichi in Smolensk Oblast, RSFSR (now Russia), the son of a Jewish family of millers.  Although his exact date of birth is uncertain, Asimov himself celebrated it on January 2.  His family emigrated to Brooklyn, New York and opened a candy store when he was three years old.  He taught himself to read at the age of five. He began reading the science fiction pulp magazines that his family's store carried. Around the age of eleven, he began to write his own stories, and by age nineteen, he was selling them to the science fiction magazines. He graduated from Columbia University in 1939. He married Gertrude Blugerman in 1942.  During World War II he worked as a civilian at the Philadelphia Navy Yard's Naval Air Experimental Station.  After the war, he returned to Columbia University and earned a Ph.D. in biochemistry in 1948.  He then joined the faculty of the Boston University School of Medicine until 1958, when he became a full-time writer. His first novel, Pebble in the Sky, was published in 1950. He and his wife divorced in 1973, and he married Janet O. Jeppson the same year. He was a highly prolific writer, having written or edited more than 500 books and an estimated 9,000 letters and postcards.",http://fr.wikipedia.org/wiki/Isaac_Asimov,/type/link,French Wikipédia Page,2008-04-01T03:28:50.625462,7425151.0,29.0,c. 2 January 1920,24597135,Q34981,0000000122590564,6 April 1992,DR. A,http://en.wikipedia.org/wiki/Isaac_asimov,Ph.D.,,Pseudonym,ed,,
